"School name","School type","Post date","Updated date","Blank","Street","City","Province","Postal Code","Country"
"Lewis And Clark College","Private college","2009-02-03 14:29","2009-02-03 14:29","","0615 Sw Palatine Hill Rd","Portland","Oregon","97219-7899","United States"
"Lewis And Clark Montessori Charter School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","Po Box 2006","Gresham","Oregon","97030-0588","United States"
"Lewis Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","4401 Se Evergreen St","Portland","Oregon","97206-7799","United States"
"Liberty Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","1700 9th St","Tillamook","Oregon","97141-3798","United States"
"Liberty Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","4871 Liberty Rd S","Salem","Oregon","97306-2418","United States"
"Liberty Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","2345 Liberty St Sw","Albany","Oregon","97321-7551","United States"
"Liberty High School","High school","2009-02-03 14:26","2009-02-03 14:26","","21945 Nw Wagon Way","Hillsboro","Oregon","97214-8572","United States"
"Lighthouse School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","93670 Viking Ln","North Bend","Oregon","97459-8623","United States"
"Lincoln City Career Technical High School","High school","2009-02-03 14:26","2009-02-03 14:26","","801 Sw Hwy 101 Ste 404","Lincoln City","Oregon","97367-2711","United States"
"Lincoln Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","1366 N Gould St","Coquille","Oregon","97423-1435","United States"
"Lincoln Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","1132 Ne 10th St","Grants Pass","Oregon","97526-1437","United States"
"Lincoln Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","110 Se Alexander Ave","Corvallis","Oregon","97333-1999","United States"
"Lincoln Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","1041 N Boones Ferry Rd","Woodburn","Oregon","97071-9601","United States"
"Lincoln High School","High school","2009-02-03 14:26","2009-02-03 14:26","","1600 Sw Salmon St","Portland","Oregon","97205-1782","United States"
"Lincoln Middle School","Middle school","2009-02-03 14:24","2009-02-03 14:24","","1565 S 4th St","Cottage Grove","Oregon","97424-2999","United States"
"Lincoln Middle School","Middle school","2009-02-03 14:24","2009-02-03 14:24","","Po Box 420","Oakland","Oregon","97462-0420","United States"
"Lincoln Park Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","13200 Se Lincoln St","Portland","Oregon","97233-1498","United States"
"Lincoln Primary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","107 Nw 10th St","Pendleton","Oregon","97801-1599","United States"
"Lincoln Savage Middle School","Middle school","2009-02-03 14:24","2009-02-03 14:24","","8551 New Hope Rd","Grants Pass","Oregon","97527-9416","United States"
"Lincoln Street Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","","","Oregon","","United States"
"Linfield College","Private college","2009-02-03 14:29","2009-02-03 14:29","","900 Se Baker St","Mcminnville","Oregon","97128-6894","United States"
"Link River High School","High school","2009-02-03 14:26","2009-02-03 14:26","","","","Oregon","","United States"
"Linn-benton Community College","Community college","2009-02-03 14:28","2009-02-03 14:28","","6500 Sw Pacific Blvd","Albany","Oregon","97321-3774","United States"
"Linus Pauling Middle School","Middle school","2009-02-03 14:24","2009-02-03 14:24","","1111 Nw Cleveland Ave","Corvallis","Oregon","97330-2063","United States"
"Linwood Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","11909 Se Linwood Ave","Milwaukie","Oregon","97222-2998","United States"
"Little Butte School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","Po Box 549","Eagle Point","Oregon","97524-0549","United States"
"Llewellyn Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","6301 Se 14th Ave","Portland","Oregon","97202-5496","United States"
"Logos Public Charter School","ElementaryHigh schoolMiddle school","2012-04-05 09:54","2012-04-05 09:54","","400 Earhart St","Medford","Oregon","97501","United States"
"London School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","73288 London Rd","Cottage Grove","Oregon","97424-9299","United States"
"Lone Pine Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","3158 Lone Pine Rd","Medford","Oregon","97504-5629","United States"
"Long Creek School","ElementaryMiddle schoolHigh school","2009-02-03 14:20","2009-02-03 14:20","","Po Box 429","Long Creek","Oregon","97856-0429","United States"
"Lookingglass Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","7421 Lookingglass Rd","Roseburg","Oregon","97470-9757","United States"
"Lorane Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","Po Box 122","Lorane","Oregon","97451-0122","United States"
"Lorna Byrne Middle School","Middle school","2009-02-03 14:24","2009-02-03 14:24","","101 S Junction Ave","Cave Junction","Oregon","97523-9006","United States"
"Lost River High School","High school","2009-02-03 14:26","2009-02-03 14:26","","23330 Hwy 50","Merrill","Oregon","97633-9706","United States"
"Lourdes School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","39059 Jordan Rd","Scio","Oregon","97374-9330","United States"
"Lowell Junior/senior High School","High school","2009-02-03 14:26","2009-02-03 14:26","","65 S Pioneer St","Lowell","Oregon","97452-9721","United States"
"Luckiamute Valley Charter School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","12975 Kings Valley Hwy","Monmouth","Oregon","97361-9525","United States"
"Lundy Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","65 S Pioneer St","Lowell","Oregon","97452-9721","United States"
"Lyle Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","185 Sw Levens St","Dallas","Oregon","97338-1498","United States"
"Lynch Meadows Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","18009 Se Brooklyn St","Portland","Oregon","97236-1047","United States"
"Lynch View Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","1546 Se 169th Pl","Portland","Oregon","97233-4416","United States"
"Lynch Wood Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","3615 Se 174th St","Portland","Oregon","97236-1252","United States"
"M A Lynch Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","1314 Sw Kalama Ave","Redmond","Oregon","97756-3054","United States"
"Mabel Rush Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","1441 Deborah Rd","Newberg","Oregon","97132-2026","United States"
"Madison Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","Po Box 509","Coos Bay","Oregon","97420-0102","United States"
"Madison High School","High school","2009-02-03 14:26","2009-02-03 14:26","","2735 Ne 82nd Ave","Portland","Oregon","97220-5397","United States"
"Madison Middle School","Middle school","2009-02-03 14:24","2009-02-03 14:24","","875 Wilkes Dr","Eugene","Oregon","97404-1499","United States"
"Madras Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","215 Se 10th St","Madras","Oregon","97741-1617","United States"
"Madras High School","High school","2009-02-03 14:26","2009-02-03 14:26","","390 Se 10th St","Madras","Oregon","97741-1525","United States"
"Madrona Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","520 Detrick Dr","Grants Pass","Oregon","97527-8997","United States"
"Madrone Trail Public Charter School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","Po Box 579","Medford","Oregon","97501","United States"
"Malabon Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","1380 Taney St","Eugene","Oregon","97402-1599","United States"
"Malin Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","Po Box 25","Malin","Oregon","97632-0025","United States"
"Manzanita Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","310 San Francisco St","Grants Pass","Oregon","97526-7897","United States"
"Maple Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","2109  J  St","Springfield","Oregon","97477-4334","United States"
"Maple Grove Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","39214 S Sawtell Rd","Molalla","Oregon","97038-9710","United States"
"Mapleton Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","10868 E Mapleton Rd (mail)","Mapleton","Oregon","97453-9603","United States"
"Mapleton Jr/sr High School","High school","2009-02-03 14:26","2009-02-03 14:26","","10868 E Mapleton Rd","Mapleton","Oregon","97453-9603","United States"
"Maplewood Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","7452 Sw 52nd Ave","Portland","Oregon","97219-1315","United States"
"Marcola Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","Po Box 820","Marcola","Oregon","97454-0820","United States"
"Margaret Scott Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","14700 Ne Sacramento St","Portland","Oregon","97230-3860","United States"
"Mari-linn Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","641 5th St","Lyons","Oregon","97358-2142","United States"
"Marion Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","6023  B  St","Turner","Oregon","97392-9734","United States"
"Mark Twain Middle School","Middle school","2009-02-03 14:24","2009-02-03 14:24","","425 N Church St","Silverton","Oregon","97381-1276","United States"
"Markham Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","10531 Sw Capitol Hwy","Portland","Oregon","97219-6812","United States"
"Marshall High School","High school","2009-02-03 14:26","2009-02-03 14:26","","1291 Ne 5th","Bend","Oregon","97701-4499","United States"
"Marshfield High School","High school","2009-02-03 14:26","2012-09-19 16:58","","Po Box 509","Coos Bay","Oregon","97420-0102","United States"
"Mary Woodward Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","12325 Sw Katherine St","Tigard","Oregon","97223-3199","United States"
"Marylhurst University","Private college","2009-02-03 14:29","2009-02-03 14:29","","Po Box 261","Marylhurst","Oregon","97036-0261","United States"
"Marysville Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","7733 Se Raymond St","Portland","Oregon","97206-4299","United States"
"Maupin Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","Po Box 346","Maupin","Oregon","97037-0346","United States"
"May Roberts Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","590 Nw 8th St","Ontario","Oregon","97914-1645","United States"
"May Street Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","911 May St","Hood River","Oregon","97031-1912","United States"
"Mazama High School","High school","2009-02-03 14:26","2009-02-03 14:26","","3009 Summers Ln","Klamath Falls","Oregon","97603-6799","United States"
"Mazama High School - Non-overlap","High school","2009-02-03 14:26","2009-02-03 14:26","","3009 Summers Ln","Klamath Falls","Oregon","97603-6799","United States"
"Mazama High School - Overlap","High school","2009-02-03 14:26","2009-02-03 14:26","","3009 Summers Ln","Klamath Falls","Oregon","97603-6799","United States"
"Mcbride Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","2774 Columbia Blvd","St Helens","Oregon","97051-2727","United States"
"Mccornack Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","1968 Brittany Dr","Eugene","Oregon","97405-1399","United States"
"Mcgovern Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","600 Nw Elwood","Winston","Oregon","97496-8568","United States"
"Mckay Creek Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","1539 Sw 44th St","Pendleton","Oregon","97801-3799","United States"
"Mckay Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","7485 Sw Scholls Ferry Rd","Beaverton","Oregon","97008-6534","United States"
"Mckay High School","High school","2009-02-03 14:26","2009-02-03 14:26","","2440 Lancaster Dr Ne","Salem","Oregon","97305-1292","United States"
"Mckenzie Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","51187 Blue River Dr","Finn Rock","Oregon","97488-9602","United States"
"Mckenzie High School","High school","2009-02-03 14:26","2009-02-03 14:26","","51187 Blue River Dr","Finn Rock","Oregon","97488-9602","United States"
"Mckenzie Middle School","Middle school","2009-02-03 14:24","2009-02-03 14:24","","51187 Blue River Dr","Finn Rock","Oregon","97488-9602","United States"
"Mckinley Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","466 Mcgilchrist St Se","Salem","Oregon","97302-3773","United States"
"Mckinley Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","1500 Nw 185th Ave","Beaverton","Oregon","97006-1909","United States"
"Mcloughlin High School","High school","2009-02-03 14:26","2009-02-03 14:26","","120 S Main St","Milton-freewater","Oregon","97862-1396","United States"
"Mcloughlin Middle School","Middle school","2009-02-03 14:24","2009-02-03 14:24","","320 W Second St","Medford","Oregon","97501-2515","United States"
"Mcminnville High School","High school","2009-02-03 14:26","2009-02-03 14:26","","615 E 15th St","Mcminnville","Oregon","97128-3399","United States"
"Mcnary Heights Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","120 Columbia Ave","Umatilla","Oregon","97882-0131","United States"
"Mcnary High School","High school","2009-02-03 14:26","2009-02-03 14:26","","595 Chemawa Rd N","Keizer","Oregon","97303-5300","United States"
"Meadow Park Middle School","Middle school","2009-02-03 14:24","2009-02-03 14:24","","14100 Sw Downing St","Beaverton","Oregon","97006-5800","United States"
"Meadow View School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","1855 Legacy St","Eugene","Oregon","97402-7513","United States"
"Meadowlark Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","1500 Queens Way","Eugene","Oregon","97401-5199","United States"
"Medford Opportunity High School","High school","2009-02-03 14:26","2009-02-03 14:26","","500 Monroe St","Medford","Oregon","97501-3522","United States"
"Media Arts Communication Academy (maca)","High school","2009-02-03 14:26","2009-02-03 14:26","","1330 N Cowls St","Mcminnville","Oregon","97128-4899","United States"
"Melrose Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","2960 Melrose Rd","Roseburg","Oregon","97470-9637","United States"
"Memorial Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","501 W 14th St","Mcminnville","Oregon","97128-2999","United States"
"Memorial Middle School","Middle school","2009-02-03 14:24","2009-02-03 14:24","","1050 Queen Ave Sw","Albany","Oregon","97321-2197","United States"
"Menlo Park Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","12900 Ne Glisan St","Portland","Oregon","97230-2544","United States"
"Merlo Station Night School","High school","2009-02-03 14:26","2009-02-03 14:26","","1841 Sw Merlo Dr","Beaverton","Oregon","97006-5013","United States"
"Merrill Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","Po Box 468","Merrill","Oregon","97633-0468","United States"
"Metolius Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","420 Butte Ave Sw","Madras","Oregon","97741-9325","United States"
"Metropolitan Learning Center","ElementaryMiddle schoolHigh school","2009-02-03 14:20","2009-02-03 14:20","","2033 Nw Glisan St","Portland","Oregon","97209-1199","United States"
"Metzger Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","10350 Sw Lincoln St","Tigard","Oregon","97223-6637","United States"
"Mid Valley Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","Po Box 188","Odell","Oregon","97044-0188","United States"
"Middle Grove Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","4950 Silverton Rd Ne","Salem","Oregon","97305-3064","United States"
"Middleton Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","23505 Sw Old Hwy 99w","Sherwood","Oregon","97140-8640","United States"
"Migrant Primary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","7990 Wheatland Rd N","Keizer","Oregon","97303-3463","United States"
"Mill City Middle School","Middle school","2009-02-03 14:24","2009-02-03 14:24","","Po Box 198","Mill City","Oregon","97360-0198","United States"
"Mill Park Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","1900 Se 117th Ave","Portland","Oregon","97216-3997","United States"
"Miller Education Center 7-8","Middle school","2009-02-03 14:24","2009-02-03 14:24","","560 Se 3rd Ave","Hillsboro","Oregon","97123-4407","United States"
"Miller Education Ctr 9-12","High school","2009-02-03 14:26","2009-02-03 14:26","","759 Se Washington St","Hillsboro","Oregon","97123","United States"
"Miller Education Ctr 9-12","High school","2009-02-03 14:26","2009-02-03 14:26","","215 Se 6th Ave","Hillsboro","Oregon","97123-4108","United States"
"Miller Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","1650 46th Pl Se","Salem","Oregon","97317-6672","United States"
"Millicoma Intermediate School","Middle school","2009-02-03 14:24","2009-02-03 14:24","","Po Box 509","Coos Bay","Oregon","97420-0102","United States"
"Mills Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","520 E Main St","Klamath Falls","Oregon","97601-3236","United States"
"Milwaukie Academy Of The Arts","High school","2009-02-03 14:26","2009-02-03 14:26","","11300 Se 23rd Ave","Milwaukie","Oregon","97222-7795","United States"
"Milwaukie Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","11250 Se 27th Ave","Milwaukie","Oregon","97222-7797","United States"
"Milwaukie Eschool","High school","2009-02-03 14:26","2009-02-03 14:26","","11300 Se 23rd Ave","Milwaukie","Oregon","97222-7795","United States"
"Milwaukie High School","High school","2009-02-03 14:26","2009-02-03 14:26","","11300 Se 23rd Ave","Milwaukie","Oregon","97222-7795","United States"
"Minter Bridge Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","1750 Se Jacquelin Dr","Hillsboro","Oregon","97123-5260","United States"
"Mist Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","69163 Hwy 47","Mist","Oregon","97016-7203","United States"
"Mitchell School","ElementaryMiddle schoolHigh school","2009-02-03 14:20","2009-02-03 14:20","","Po Box 247","Mitchell","Oregon","97750-0247","United States"
"Moffitt Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","1544 5th St","Springfield","Oregon","97477-3032","United States"
"Mohawk Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","91166 Sunderman Rd","Springfield","Oregon","97478-9752","United States"
"Mohawk High School","High school","2009-02-03 14:26","2009-02-03 14:26","","38300 Wendling Rd","Marcola","Oregon","97454-9732","United States"
"Molalla Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","Po Box 206","Molalla","Oregon","97038-0206","United States"
"Molalla High School","High school","2009-02-03 14:26","2009-02-03 14:26","","Po Box 309","Molalla","Oregon","97038-0309","United States"
"Molalla River Middle School","Middle school","2009-02-03 14:24","2009-02-03 14:24","","Po Box 225","Molalla","Oregon","97038-0225","United States"
"Monitor Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","12465 Meridian Rd Ne","Mt Angel","Oregon","97362-9724","United States"
"Monmouth Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","958 E Church St","Monmouth","Oregon","97361-1699","United States"
"Monroe Grade School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","600 Dragon Dr","Monroe","Oregon","97456-9604","United States"
"Monroe High School","High school","2009-02-03 14:26","2009-02-03 14:26","","365 N Fifth St","Monroe","Oregon","97456-9506","United States"
"Monroe Middle School","Middle school","2009-02-03 14:24","2009-02-03 14:24","","2800 Bailey Ln","Eugene","Oregon","97401-5296","United States"
"Monroe School","High school","2009-02-03 14:26","2009-02-03 14:26","","1800 W Monroe","Burns","Oregon","97720-1634","United States"
"Montclair Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","7250 Sw Vermont","Portland","Oregon","97223-7574","United States"
"Monument School","ElementaryMiddle schoolHigh school","2009-02-03 14:20","2009-02-03 14:20","","Po Box 127","Monument","Oregon","97864-0127","United States"
"Mooberry Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","1230 Ne 10th Ave","Hillsboro","Oregon","97124-2503","United States"
"Morningside Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","3513 12th St Se","Salem","Oregon","97302-2662","United States"
"Morrison Campus Alternative Program","High school","2009-02-03 14:26","2009-02-03 14:26","","1251 Main St","Dallas","Oregon","97338-2516","United States"
"Mosier Community School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","Po Box 307","Mosier","Oregon","97040-0307","United States"
"Mount Angel Seminary","Private college","2009-02-03 14:29","2009-02-03 14:29","","1 Abbey Dr","St Benedict","Oregon","97373","United States"
"Mount Scott Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","11201 Se Stevens Rd","Portland","Oregon","97266-7513","United States"
"Mount Vernon Middle School","Middle school","2009-02-03 14:24","2009-02-03 14:24","","Po Box 648","Mount Vernon","Oregon","97865-0648","United States"
"Mountain View Elementary","Elementary","2009-02-03 14:20","2009-02-03 14:20","","7837 Hale Way","White City","Oregon","97503-1499","United States"
"Mountain View Middle School","Middle school","2009-02-03 14:24","2009-02-03 14:24","","2015 Emery Dr","Newberg","Oregon","97132-9509","United States"
"Mountain View Middle School","Middle school","2009-02-03 14:24","2009-02-03 14:24","","17500 Sw Farmington Rd","Beaverton","Oregon","97007-3209","United States"
"Mountain View Senior High School","High school","2009-02-03 14:26","2009-02-03 14:26","","2755 Ne 27th St","Bend","Oregon","97701-9539","United States"
"Mt Angel Middle School","Middle school","2009-02-03 14:24","2009-02-03 14:24","","460 E Marquam St","Mt Angel","Oregon","97362-9702","United States"
"Mt Hood Community College","Community college","2009-02-03 14:28","2009-02-03 14:28","","26000 Se Stark St","Gresham","Oregon","97030-3300","United States"
"Mt Pleasant Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","1232 Linn Ave","Oregon City","Oregon","97045-3637","United States"
"Mt Tabor Middle School","Middle school","2009-02-03 14:24","2009-02-03 14:24","","5800 Se Ash St","Portland","Oregon","97215-1293","United States"
"Mt Vernon Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","935 Filbert Ln","Springfield","Oregon","97478-6508","United States"
"Mt View Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","340 Ne Granger Ave","Corvallis","Oregon","97330-9654","United States"
"Muddy Creek Charter School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","Po Box 271","Philomath","Oregon","97370-0271","United States"
"Mulino Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","Po Box 838","Mulino","Oregon","97042-0838","United States"
"Multi-sensory Instruction Teaching Children Hands-on (mitch)","Elementary","2009-02-03 14:20","2009-02-03 14:20","","Po Box 230575","Tigard","Oregon","97281-0575","United States"
"Multi-sensory Instruction Teaching Children Hands-on (mitch) Sherwood Charter School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","Po Box 1342","Sherwood","Oregon","97140-9998","United States"
"Multisensory Learning Academy","Elementary","2009-02-03 14:20","2009-02-03 14:20","","402 Ne 172nd Ave","Portland","Oregon","97230-6442","United States"
"Multnomah Outdoor School","Community collegeElementaryHigh schoolMiddle school","2010-09-02 10:43","2010-09-02 10:43","","11611 NE Ainsworth Circle","Portland","Oregon","97220","United States"
"Myers Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","2160 Jewel St Nw","Salem","Oregon","97304-3647","United States"
"Myrtle Creek Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","651 Ne Division","Myrtle Creek","Oregon","97457-9698","United States"
"Myrtle Crest School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","903 Myrtle Crest Ln","Myrtle Point","Oregon","97458-1559","United States"
"Myrtle Point High School","High school","2009-02-03 14:27","2009-02-03 14:27","","717 4th St","Myrtle Point","Oregon","97458-1195","United States"
"Naas Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","Po Box 547","Sandy","Oregon","97055-0547","United States"
"Nancy Ryles Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","10250 Sw Cormorant Dr","Beaverton","Oregon","97007-8452","United States"
"National College Of Natural Medicine","Private college","2009-02-03 14:29","2009-02-03 14:29","","049 Sw Porter","Portland","Oregon","97201","United States"
"Neah-kah-nie High School","High school","2009-02-03 14:27","2009-02-03 14:27","","24705 Hwy 101 N","Rockaway Beach","Oregon","97136-0008","United States"
"Neah-kah-nie Middle School","Middle school","2009-02-03 14:24","2009-02-03 14:24","","25111 Hwy 101n","Rockaway Beach","Oregon","97136-9634","United States"
"Nehalem Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","Po Box 190","Nehalem","Oregon","97131-0190","United States"
"Neil Armstrong Middle School","Middle school","2009-02-03 14:24","2009-02-03 14:24","","1777 Mt View Ln","Forest Grove","Oregon","97116-2217","United States"
"Nellie Muir Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","1800 W Hayes St","Woodburn","Oregon","97071-4399","United States"
"Nestucca High School","High school","2009-02-03 14:27","2009-02-03 14:27","","Po Box 38","Cloverdale","Oregon","97112-0038","United States"
"Nestucca Valley Elementary","Elementary","2009-02-03 14:20","2009-02-03 14:20","","36925 Hwy 101 S","Cloverdale","Oregon","97112-9602","United States"
"Nestucca Valley Middle School","Middle school","2009-02-03 14:24","2009-02-03 14:24","","Po Box 77","Beaver","Oregon","97108-0077","United States"
"Network Charter School","High school","2009-02-03 14:27","2009-02-03 14:27","","45 W Broadway Ste 201","Eugene","Oregon","97401","United States"
"New Urban High School","High school","2009-02-03 14:27","2009-02-03 14:27","","1901 Se Oak Grove Blvd","Milwaukie","Oregon","97267-2621","United States"
"Newberg Senior High School","High school","2009-02-03 14:27","2009-02-03 14:27","","2400 Douglas Rd","Newberg","Oregon","97132-1461","United States"
"Newbridge High School","High school","2009-02-03 14:27","2009-02-03 14:27","","2001 Ne Spaulding","Grants Pass","Oregon","97526-4803","United States"
"Newby Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","1125 W 2nd St","Mcminnville","Oregon","97128-5211","United States"
"Newport High School","High school","2009-02-03 14:27","2009-02-03 14:27","","322 Ne Eads St","Newport","Oregon","97365-2819","United States"
"Newport Intermediate School","Middle school","2009-02-03 14:24","2013-01-12 17:22","","825 Ne 7th St","Newport","Oregon","97365-2523","United States"
"Newport Middle School","Middle school","2016-06-09 13:01","2016-06-09 13:01","","825 NE 7th","Newport","Oregon","97365","United States"
"Ninety-one School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","5811 S Whiskey Hill Rd","Hubbard","Oregon","97032-9407","United States"
"Nixyaawii Community School","High school","2009-02-03 14:27","2009-02-03 14:27","","Po Box 638","Pendleton","Oregon","97801-0638","United States"
"North Albany Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","815 Thornton Lake Dr Nw","Albany","Oregon","97321-1350","United States"
"North Albany Middle School","Middle school","2009-02-03 14:24","2009-02-03 14:24","","1205 North Albany Rd Nw","Albany","Oregon","97321-1399","United States"
"North Baker Elementary School","Elementary","2009-02-03 14:20","2009-02-03 14:20","","2725 Seventh St","Baker City","Oregon","97814-2032","United States"
"North Bay Elementary School","Elementary","2009-02-03 14:21","2009-02-03 14:21","","93670 Viking Ln","North Bend","Oregon","97459-8623","United States"
"North Bend Middle School","Middle school","2009-02-03 14:24","2009-02-03 14:24","","1500 16th St","North Bend","Oregon","97459-2625","United States"
"North Bend Senior High School","High school","2009-02-03 14:27","2009-02-03 14:27","","2323 Pacific Ave","North Bend","Oregon","97459-2605","United States"
"North Columbia Academy","High school","2009-02-03 14:27","2009-02-03 14:27","","","","Oregon","","United States"
"North Douglas Elementary School","Elementary","2009-02-03 14:21","2009-02-03 14:21","","Po Box 338","Drain","Oregon","97435-0338","United States"
"North Douglas High School","High school","2009-02-03 14:27","2009-02-03 14:27","","Po Box 488","Drain","Oregon","97435-0488","United States"
"North Eugene Alternative High School","High school","2009-02-03 14:27","2009-02-03 14:27","","200 Silver Ln","Eugene","Oregon","97404-2299","United States"
"North Eugene High School","High school","2009-02-03 14:27","2009-02-03 14:27","","200 Silver Ln","Eugene","Oregon","97404-2299","United States"
